NORMALWATER,FAI,1,2,18,1
NORMALELECTRIC,NOR,1,3,1,1
NORMALELECTRIC,FIR,1,3,2,1
NORMALELECTRIC,WAT,1,3,3,1
NORMALELECTRIC,ELE,0.5,3,4,0.5
NORMALELECTRIC,GRA,1,3,5,1
NORMALELECTRIC,ICE,1,3,6,1
NORMALELECTRIC,FIG,2,3,7,2
NORMALELECTRIC,POI,1,3,8,1
NORMALELECTRIC,GRO,2,3,9,2
NORMALELECTRIC,FLY,0.5,3,10,0.5
NORMALELECTRIC,PSY,1,3,11,1
NORMALELECTRIC,BUG,1,3,12,1
NORMALELECTRIC,ROC,1,3,13,1
NORMALELECTRIC,GHO,0,3,14,0
NORMALELECTRIC,DRA,1,3,15,1
NORMALELECTRIC,DAR,1,3,16,1
NORMALELECTRIC,STE,0.5,3,17,0.5
NORMALELECTRIC,FAI,1,3,18,1
NORMALGRASS,NOR,1,4,1,1
NORMALGRASS,FIR,2,4,2,2
NORMALGRASS,WAT,0.5,4,3,0.5
NORMALGRASS,ELE,0.5,4,4,0.5
NORMALGRASS,GRA,0.5,4,5,0.5
NORMALGRASS,ICE,2,4,6,2
NORMALGRASS,FIG,2,4,7,2
NORMALGRASS,POI,2,4,8,2
NORMALGRASS,GRO,0.5,4,9,0.5
NORMALGRASS,FLY,2,4,10,2
NORMALGRASS,PSY,1,4,11,1
NORMALGRASS,BUG,2,4,12,2
NORMALGRASS,ROC,1,4,13,1
NORMALGRASS,GHO,0,4,14,0
NORMALGRASS,DRA,1,4,15,1
NORMALGRASS,DAR,1,4,16,1
NORMALGRASS,STE,1,4,17,1
NORMALGRASS,FAI,1,4,18,1
NORMALICE,NOR,1,5,1,1
NORMALICE,FIR,2,5,2,2
NORMALICE,WAT,1,5,3,1
NORMALICE,ELE,1,5,4,1
NORMALICE,GRA,1,5,5,1
NORMALICE,ICE,0.5,5,6,0.5
NORMALICE,FIG,4,5,7,4
NORMALICE,POI,1,5,8,1
NORMALICE,GRO,1,5,9,1
NORMALICE,FLY,1,5,10,1
NORMALICE,PSY,1,5,11,1
NORMALICE,BUG,1,5,12,1
NORMALICE,ROC,2,5,13,2
NORMALICE,GHO,0,5,14,0
NORMALICE,DRA,1,5,15,1
NORMALICE,DAR,1,5,16,1
NORMALICE,STE,2,5,17,2
NORMALICE,FAI,1,5,18,1
NORMALFIGHTING,NOR,1,6,1,1
NORMALFIGHTING,FIR,1,6,2,1
NORMALFIGHTING,WAT,1,6,3,1
NORMALFIGHTING,ELE,1,6,4,1
NORMALFIGHTING,GRA,1,6,5,1
NORMALFIGHTING,ICE,1,6,6,1
NORMALFIGHTING,FIG,2,6,7,2
NORMALFIGHTING,POI,1,6,8,1
NORMALFIGHTING,GRO,1,6,9,1
NORMALFIGHTING,FLY,2,6,10,2
NORMALFIGHTING,PSY,2,6,11,2
NORMALFIGHTING,BUG,0.5,6,12,0.5
NORMALFIGHTING,ROC,0.5,6,13,0.5
NORMALFIGHTING,GHO,0,6,14,0
NORMALFIGHTING,DRA,1,6,15,1
NORMALFIGHTING,DAR,0.5,6,16,0.5
NORMALFIGHTING,STE,1,6,17,1
NORMALFIGHTING,FAI,2,6,18,2
NORMALPOISON,NOR,1,7,1,1
NORMALPOISON,FIR,1,7,2,1
NORMALPOISON,WAT,1,7,3,1
NORMALPOISON,ELE,1,7,4,1
NORMALPOISON,GRA,0.5,7,5,0.5
NORMALPOISON,ICE,1,7,6,1
NORMALPOISON,FIG,1,7,7,1
NORMALPOISON,POI,0.5,7,8,0.5
NORMALPOISON,GRO,2,7,9,2
NORMALPOISON,FLY,1,7,10,1
NORMALPOISON,PSY,2,7,11,2
NORMALPOISON,BUG,0.5,7,12,0.5
NORMALPOISON,ROC,1,7,13,1
NORMALPOISON,GHO,0,7,14,0
NORMALPOISON,DRA,1,7,15,1
NORMALPOISON,DAR,1,7,16,1
NORMALPOISON,STE,1,7,17,1
NORMALPOISON,FAI,0.5,7,18,0.5
NORMALGROUND,NOR,1,8,1,1
NORMALGROUND,FIR,1,8,2,1
NORMALGROUND,WAT,2,8,3,2
NORMALGROUND,ELE,0,8,4,0
NORMALGROUND,GRA,2,8,5,2
NORMALGROUND,ICE,2,8,6,2
NORMALGROUND,FIG,2,8,7,2
NORMALGROUND,POI,0.5,8,8,0.5
NORMALGROUND,GRO,1,8,9,1
NORMALGROUND,FLY,1,8,10,1
NORMALGROUND,PSY,1,8,11,1
NORMALGROUND,BUG,1,8,12,1
NORMALGROUND,ROC,0.5,8,13,0.5
NORMALGROUND,GHO,0,8,14,0
NORMALGROUND,DRA,1,8,15,1
NORMALGROUND,DAR,1,8,16,1
NORMALGROUND,STE,1,8,17,1
NORMALGROUND,FAI,1,8,18,1
NORMALFLYING,NOR,1,9,1,1
NORMALFLYING,FIR,1,9,2,1
NORMALFLYING,WAT,1,9,3,1
NORMALFLYING,ELE,2,9,4,2
NORMALFLYING,GRA,0.5,9,5,0.5
NORMALFLYING,ICE,2,9,6,2
NORMALFLYING,FIG,1,9,7,1
NORMALFLYING,POI,1,9,8,1
NORMALFLYING,GRO,0,9,9,0
NORMALFLYING,FLY,1,9,10,1
NORMALFLYING,PSY,1,9,11,1
NORMALFLYING,BUG,0.5,9,12,0.5
NORMALFLYING,ROC,2,9,13,2
NORMALFLYING,GHO,0,9,14,0
NORMALFLYING,DRA,1,9,15,1
NORMALFLYING,DAR,1,9,16,1
NORMALFLYING,STE,1,9,17,1
NORMALFLYING,FAI,1,9,18,1
NORMALPSYCHIC,NOR,1,10,1,1
NORMALPSYCHIC,FIR,1,10,2,1
NORMALPSYCHIC,WAT,1,10,3,1
NORMALPSYCHIC,ELE,1,10,4,1
NORMALPSYCHIC,GRA,1,10,5,1
NORMALPSYCHIC,ICE,1,10,6,1
NORMALPSYCHIC,FIG,1,10,7,1
NORMALPSYCHIC,POI,1,10,8,1
NORMALPSYCHIC,GRO,1,10,9,1
NORMALPSYCHIC,FLY,1,10,10,1
NORMALPSYCHIC,PSY,0.5,10,11,0.5
NORMALPSYCHIC,BUG,2,10,12,2
NORMALPSYCHIC,ROC,1,10,13,1
NORMALPSYCHIC,GHO,0,10,14,0
NORMALPSYCHIC,DRA,1,10,15,1
NORMALPSYCHIC,DAR,2,10,16,2
NORMALPSYCHIC,STE,1,10,17,1
NORMALPSYCHIC,FAI,1,10,18,1
NORMALBUG,NOR,1,11,1,1
NORMALBUG,FIR,2,11,2,2
NORMALBUG,WAT,1,11,3,1
NORMALBUG,ELE,1,11,4,1
NORMALBUG,GRA,0.5,11,5,0.5
NORMALBUG,ICE,1,11,6,1
NORMALBUG,FIG,1,11,7,1
NORMALBUG,POI,1,11,8,1
NORMALBUG,GRO,0.5,11,9,0.5
NORMALBUG,FLY,2,11,10,2
NORMALBUG,PSY,1,11,11,1
NORMALBUG,BUG,1,11,12,1
NORMALBUG,ROC,2,11,13,2
NORMALBUG,GHO,0,11,14,0
NORMALBUG,DRA,1,11,15,1
NORMALBUG,DAR,1,11,16,1
NORMALBUG,STE,1,11,17,1
NORMALBUG,FAI,1,11,18,1
NORMALROCK,NOR,0.5,12,1,0.5
NORMALROCK,FIR,0.5,12,2,0.5
NORMALROCK,WAT,2,12,3,2
NORMALROCK,ELE,1,12,4,1
NORMALROCK,GRA,2,12,5,2
NORMALROCK,ICE,1,12,6,1
NORMALROCK,FIG,4,12,7,4
NORMALROCK,POI,0.5,12,8,0.5
NORMALROCK,GRO,2,12,9,2
NORMALROCK,FLY,0.5,12,10,0.5
NORMALROCK,PSY,1,12,11,1
NORMALROCK,BUG,1,12,12,1
NORMALROCK,ROC,1,12,13,1
NORMALROCK,GHO,0,12,14,0
NORMALROCK,DRA,1,12,15,1
NORMALROCK,DAR,1,12,16,1
NORMALROCK,STE,2,12,17,2
NORMALROCK,FAI,1,12,18,1
NORMALGHOST,NOR,0,13,1,0
NORMALGHOST,FIR,1,13,2,1
NORMALGHOST,WAT,1,13,3,1
NORMALGHOST,ELE,1,13,4,1
NORMALGHOST,GRA,1,13,5,1
NORMALGHOST,ICE,1,13,6,1
NORMALGHOST,FIG,0,13,7,0
NORMALGHOST,POI,0.5,13,8,0.5
NORMALGHOST,GRO,1,13,9,1
NORMALGHOST,FLY,1,13,10,1
NORMALGHOST,PSY,1,13,11,1
NORMALGHOST,BUG,0.5,13,12,0.5
NORMALGHOST,ROC,1,13,13,1
NORMALGHOST,GHO,0,13,14,0
NORMALGHOST,DRA,1,13,15,1
NORMALGHOST,DAR,2,13,16,2
NORMALGHOST,STE,1,13,17,1
NORMALGHOST,FAI,1,13,18,1
NORMALDRAGON,NOR,1,14,1,1
NORMALDRAGON,FIR,0.5,14,2,0.5
NORMALDRAGON,WAT,0.5,14,3,0.5
NORMALDRAGON,ELE,0.5,14,4,0.5
NORMALDRAGON,GRA,0.5,14,5,0.5
NORMALDRAGON,ICE,2,14,6,2
NORMALDRAGON,FIG,2,14,7,2
NORMALDRAGON,POI,1,14,8,1
NORMALDRAGON,GRO,1,14,9,1
NORMALDRAGON,FLY,1,14,10,1
NORMALDRAGON,PSY,1,14,11,1
NORMALDRAGON,BUG,1,14,12,1
NORMALDRAGON,ROC,1,14,13,1
NORMALDRAGON,GHO,0,14,14,0
NORMALDRAGON,DRA,2,14,15,2
NORMALDRAGON,DAR,1,14,16,1
NORMALDRAGON,STE,1,14,17,1
NORMALDRAGON,FAI,2,14,18,2
NORMALDARK,NOR,1,15,1,1
NORMALDARK,FIR,1,15,2,1
NORMALDARK,WAT,1,15,3,1
NORMALDARK,ELE,1,15,4,1
NORMALDARK,GRA,1,15,5,1
NORMALDARK,ICE,1,15,6,1
NORMALDARK,FIG,4,15,7,4
NORMALDARK,POI,1,15,8,1
NORMALDARK,GRO,1,15,9,1
NORMALDARK,FLY,1,15,10,1
NORMALDARK,PSY,0,15,11,0
NORMALDARK,BUG,2,15,12,2
NORMALDARK,ROC,1,15,13,1
NORMALDARK,GHO,0,15,14,0
NORMALDARK,DRA,1,15,15,1
NORMALDARK,DAR,0.5,15,16,0.5
NORMALDARK,STE,1,15,17,1
NORMALDARK,FAI,2,15,18,2
NORMALSTEEL,NOR,0.5,16,1,0.5
NORMALSTEEL,FIR,2,16,2,2
NORMALSTEEL,WAT,1,16,3,1
NORMALSTEEL,ELE,1,16,4,1
NORMALSTEEL,GRA,0.5,16,5,0.5
NORMALSTEEL,ICE,0.5,16,6,0.5
NORMALSTEEL,FIG,4,16,7,4
NORMALSTEEL,POI,0,16,8,0
NORMALSTEEL,GRO,2,16,9,2
NORMALSTEEL,FLY,0.5,16,10,0.5
NORMALSTEEL,PSY,0.5,16,11,0.5
NORMALSTEEL,BUG,0.5,16,12,0.5
NORMALSTEEL,ROC,0.5,16,13,0.5
NORMALSTEEL,GHO,0,16,14,0
NORMALSTEEL,DRA,0.5,16,15,0.5
NORMALSTEEL,DAR,1,16,16,1
NORMALSTEEL,STE,0.5,16,17,0.5
NORMALSTEEL,FAI,0.5,16,18,0.5
NORMALFAIRY,NOR,1,17,1,1
NORMALFAIRY,FIR,1,17,2,1
NORMALFAIRY,WAT,1,17,3,1
NORMALFAIRY,ELE,1,17,4,1
NORMALFAIRY,GRA,1,17,5,1
NORMALFAIRY,ICE,1,17,6,1
NORMALFAIRY,FIG,1,17,7,1
NORMALFAIRY,POI,2,17,8,2
NORMALFAIRY,GRO,1,17,9,1
NORMALFAIRY,FLY,1,17,10,1
NORMALFAIRY,PSY,1,17,11,1
NORMALFAIRY,BUG,0.5,17,12,0.5
NORMALFAIRY,ROC,1,17,13,1
NORMALFAIRY,GHO,0,17,14,0
NORMALFAIRY,DRA,0,17,15,0
NORMALFAIRY,DAR,0.5,17,16,0.5
NORMALFAIRY,STE,2,17,17,2
NORMALFAIRY,FAI,1,17,18,1
FIRE,NOR,1,18,1,1
FIRE,FIR,0.5,18,2,0.5
FIRE,WAT,2,18,3,2
FIRE,ELE,1,18,4,1
FIRE,GRA,0.5,18,5,0.5
FIRE,ICE,0.5,18,6,0.5
FIRE,FIG,1,18,7,1
FIRE,POI,1,18,8,1
FIRE,GRO,2,18,9,2
FIRE,FLY,1,18,10,1
FIRE,PSY,1,18,11,1
FIRE,BUG,0.5,18,12,0.5
FIRE,ROC,2,18,13,2
FIRE,GHO,1,18,14,1
FIRE,DRA,1,18,15,1
FIRE,DAR,1,18,16,1
FIRE,STE,0.5,18,17,0.5
FIRE,FAI,0.5,18,18,0.5
FIRENORMAL,NOR,1,19,1,1
FIRENORMAL,FIR,0.5,19,2,0.5
FIRENORMAL,WAT,2,19,3,2
FIRENORMAL,ELE,1,19,4,1
FIRENORMAL,GRA,0.5,19,5,0.5
FIRENORMAL,ICE,0.5,19,6,0.5
FIRENORMAL,FIG,2,19,7,2
FIRENORMAL,POI,1,19,8,1
FIRENORMAL,GRO,2,19,9,2
FIRENORMAL,FLY,1,19,10,1
FIRENORMAL,PSY,1,19,11,1
FIRENORMAL,BUG,0.5,19,12,0.5
FIRENORMAL,ROC,2,19,13,2
FIRENORMAL,GHO,0,19,14,0
FIRENORMAL,DRA,1,19,15,1
FIRENORMAL,DAR,1,19,16,1
FIRENORMAL,STE,0.5,19,17,0.5
FIRENORMAL,FAI,0.5,19,18,0.5
FIREWATER,NOR,1,20,1,1
FIREWATER,FIR,0.25,20,2,0.25
FIREWATER,WAT,1,20,3,1
FIREWATER,ELE,2,20,4,2
FIREWATER,GRA,1,20,5,1
FIREWATER,ICE,0.25,20,6,0.25
FIREWATER,FIG,1,20,7,1
FIREWATER,POI,1,20,8,1
FIREWATER,GRO,2,20,9,2
FIREWATER,FLY,1,20,10,1
FIREWATER,PSY,1,20,11,1
FIREWATER,BUG,0.5,20,12,0.5
FIREWATER,ROC,2,20,13,2
FIREWATER,GHO,1,20,14,1
FIREWATER,DRA,1,20,15,1
FIREWATER,DAR,1,20,16,1
FIREWATER,STE,0.25,20,17,0.25
FIREWATER,FAI,0.5,20,18,0.5
FIREELECTRIC,NOR,1,21,1,1
FIREELECTRIC,FIR,0.5,21,2,0.5
FIREELECTRIC,WAT,2,21,3,2
FIREELECTRIC,ELE,0.5,21,4,0.5
FIREELECTRIC,GRA,0.5,21,5,0.5
FIREELECTRIC,ICE,0.5,21,6,0.5
FIREELECTRIC,FIG,1,21,7,1
FIREELECTRIC,POI,1,21,8,1
FIREELECTRIC,GRO,4,21,9,4
FIREELECTRIC,FLY,0.5,21,10,0.5
FIREELECTRIC,PSY,1,21,11,1
FIREELECTRIC,BUG,0.5,21,12,0.5
FIREELECTRIC,ROC,2,21,13,2
FIREELECTRIC,GHO,1,21,14,1
FIREELECTRIC,DRA,1,21,15,1
FIREELECTRIC,DAR,1,21,16,1
FIREELECTRIC,STE,0.25,21,17,0.25
FIREELECTRIC,FAI,0.5,21,18,0.5
FIREGRASS,NOR,1,22,1,1
FIREGRASS,FIR,1,22,2,1
FIREGRASS,WAT,1,22,3,1
FIREGRASS,ELE,0.5,22,4,0.5
FIREGRASS,GRA,0.25,22,5,0.25
FIREGRASS,ICE,1,22,6,1
FIREGRASS,FIG,1,22,7,1
FIREGRASS,POI,2,22,8,2
FIREGRASS,GRO,1,22,9,1
FIREGRASS,FLY,2,22,10,2
FIREGRASS,PSY,1,22,11,1
FIREGRASS,BUG,1,22,12,1
FIREGRASS,ROC,2,22,13,2
FIREGRASS,GHO,1,22,14,1
FIREGRASS,DRA,1,22,15,1
FIREGRASS,DAR,1,22,16,1
FIREGRASS,STE,0.5,22,17,0.5
FIREGRASS,FAI,0.5,22,18,0.5
FIREICE,NOR,1,23,1,1
FIREICE,FIR,1,23,2,1
FIREICE,WAT,2,23,3,2
FIREICE,ELE,1,23,4,1
FIREICE,GRA,0.5,23,5,0.5
FIREICE,ICE,0.25,23,6,0.25
FIREICE,FIG,2,23,7,2
FIREICE,POI,1,23,8,1
FIREICE,GRO,2,23,9,2
FIREICE,FLY,1,23,10,1
FIREICE,PSY,1,23,11,1
FIREICE,BUG,0.5,23,12,0.5
FIREICE,ROC,4,23,13,4
FIREICE,GHO,1,23,14,1
FIREICE,DRA,1,23,15,1
FIREICE,DAR,1,23,16,1
FIREICE,STE,1,23,17,1
FIREICE,FAI,0.5,23,18,0.5
FIREFIGHTING,NOR,1,24,1,1
FIREFIGHTING,FIR,0.5,24,2,0.5
FIREFIGHTING,WAT,2,24,3,2
FIREFIGHTING,ELE,1,24,4,1
FIREFIGHTING,GRA,0.5,24,5,0.5
FIREFIGHTING,ICE,0.5,24,6,0.5
FIREFIGHTING,FIG,1,24,7,1
FIREFIGHTING,POI,1,24,8,1
FIREFIGHTING,GRO,2,24,9,2
FIREFIGHTING,FLY,2,24,10,2
FIREFIGHTING,PSY,2,24,11,2
FIREFIGHTING,BUG,0.25,24,12,0.25
FIREFIGHTING,ROC,1,24,13,1
FIREFIGHTING,GHO,1,24,14,1
FIREFIGHTING,DRA,1,24,15,1
FIREFIGHTING,DAR,0.5,24,16,0.5
FIREFIGHTING,STE,0.5,24,17,0.5
FIREFIGHTING,FAI,1,24,18,1
FIREPOISON,NOR,1,25,1,1
FIREPOISON,FIR,0.5,25,2,0.5
FIREPOISON,WAT,2,25,3,2
FIREPOISON,ELE,1,25,4,1
FIREPOISON,GRA,0.25,25,5,0.25
FIREPOISON,ICE,0.5,25,6,0.5
FIREPOISON,FIG,0.5,25,7,0.5
FIREPOISON,POI,0.5,25,8,0.5
FIREPOISON,GRO,4,25,9,4
FIREPOISON,FLY,1,25,10,1
FIREPOISON,PSY,2,25,11,2
FIREPOISON,BUG,0.25,25,12,0.25
FIREPOISON,ROC,2,25,13,2
FIREPOISON,GHO,1,25,14,1
FIREPOISON,DRA,1,25,15,1
FIREPOISON,DAR,1,25,16,1
FIREPOISON,STE,0.5,25,17,0.5
FIREPOISON,FAI,0.25,25,18,0.25
FIREGROUND,NOR,1,26,1,1
FIREGROUND,FIR,0.5,26,2,0.5
FIREGROUND,WAT,4,26,3,4
FIREGROUND,ELE,0,26,4,0
FIREGROUND,GRA,1,26,5,1
FIREGROUND,ICE,1,26,6,1
FIREGROUND,FIG,1,26,7,1
FIREGROUND,POI,0.5,26,8,0.5
FIREGROUND,GRO,2,26,9,2
FIREGROUND,FLY,1,26,10,1
FIREGROUND,PSY,1,26,11,1
FIREGROUND,BUG,0.5,26,12,0.5
FIREGROUND,ROC,1,26,13,1
FIREGROUND,GHO,1,26,14,1
FIREGROUND,DRA,1,26,15,1
FIREGROUND,DAR,1,26,16,1
FIREGROUND,STE,0.5,26,17,0.5
FIREGROUND,FAI,0.5,26,18,0.5
FIREFLYING,NOR,1,27,1,1
FIREFLYING,FIR,0.5,27,2,0.5
FIREFLYING,WAT,2,27,3,2
FIREFLYING,ELE,2,27,4,2
FIREFLYING,GRA,0.25,27,5,0.25
FIREFLYING,ICE,1,27,6,1
FIREFLYING,FIG,0.5,27,7,0.5
FIREFLYING,POI,1,27,8,1
FIREFLYING,GRO,0,27,9,0
FIREFLYING,FLY,1,27,10,1
FIREFLYING,PSY,1,27,11,1
FIREFLYING,BUG,0.25,27,12,0.25
FIREFLYING,ROC,4,27,13,4
FIREFLYING,GHO,1,27,14,1
FIREFLYING,DRA,1,27,15,1
FIREFLYING,DAR,1,27,16,1
FIREFLYING,STE,0.5,27,17,0.5
FIREFLYING,FAI,0.5,27,18,0.5
FIREPSYCHIC,NOR,1,28,1,1
FIREPSYCHIC,FIR,0.5,28,2,0.5
FIREPSYCHIC,WAT,2,28,3,2
FIREPSYCHIC,ELE,1,28,4,1
FIREPSYCHIC,GRA,0.5,28,5,0.5
FIREPSYCHIC,ICE,0.5,28,6,0.5
FIREPSYCHIC,FIG,0.5,28,7,0.5
FIREPSYCHIC,POI,1,28,8,1
FIREPSYCHIC,GRO,2,28,9,2
FIREPSYCHIC,FLY,1,28,10,1
FIREPSYCHIC,PSY,0.5,28,11,0.5
FIREPSYCHIC,BUG,1,28,12,1
FIREPSYCHIC,ROC,2,28,13,2
FIREPSYCHIC,GHO,2,28,14,2
FIREPSYCHIC,DRA,1,28,15,1
FIREPSYCHIC,DAR,2,28,16,2
FIREPSYCHIC,STE,0.5,28,17,0.5
FIREPSYCHIC,FAI,0.5,28,18,0.5
FIREBUG,NOR,1,29,1,1
FIREBUG,FIR,1,29,2,1
FIREBUG,WAT,2,29,3,2
FIREBUG,ELE,1,29,4,1
FIREBUG,GRA,0.25,29,5,0.25
FIREBUG,ICE,0.5,29,6,0.5
FIREBUG,FIG,0.5,29,7,0.5
FIREBUG,POI,1,29,8,1
FIREBUG,GRO,1,29,9,1
FIREBUG,FLY,2,29,10,2
FIREBUG,PSY,1,29,11,1
FIREBUG,BUG,0.5,29,12,0.5
FIREBUG,ROC,4,29,13,4
FIREBUG,GHO,1,29,14,1
FIREBUG,DRA,1,29,15,1
FIREBUG,DAR,1,29,16,1
FIREBUG,STE,0.5,29,17,0.5
FIREBUG,FAI,0.5,29,18,0.5
FIREROCK,NOR,0.5,30,1,0.5
FIREROCK,FIR,0.25,30,2,0.25
FIREROCK,WAT,4,30,3,4
FIREROCK,ELE,1,30,4,1
FIREROCK,GRA,1,30,5,1
FIREROCK,ICE,0.5,30,6,0.5
FIREROCK,FIG,2,30,7,2
FIREROCK,POI,0.5,30,8,0.5
FIREROCK,GRO,4,30,9,4
FIREROCK,FLY,0.5,30,10,0.5
FIREROCK,PSY,1,30,11,1
FIREROCK,BUG,0.5,30,12,0.5
FIREROCK,ROC,2,30,13,2
FIREROCK,GHO,1,30,14,1
FIREROCK,DRA,1,30,15,1
FIREROCK,DAR,1,30,16,1
FIREROCK,STE,1,30,17,1
FIREROCK,FAI,0.5,30,18,0.5
FIREGHOST,NOR,0,31,1,0
FIREGHOST,FIR,0.5,31,2,0.5
FIREGHOST,WAT,2,31,3,2
FIREGHOST,ELE,1,31,4,1
FIREGHOST,GRA,0.5,31,5,0.5
FIREGHOST,ICE,0.5,31,6,0.5
FIREGHOST,FIG,0,31,7,0
FIREGHOST,POI,0.5,31,8,0.5
FIREGHOST,GRO,2,31,9,2
FIREGHOST,FLY,1,31,10,1
FIREGHOST,PSY,1,31,11,1
FIREGHOST,BUG,0.25,31,12,0.25
FIREGHOST,ROC,2,31,13,2
FIREGHOST,GHO,2,31,14,2
FIREGHOST,DRA,1,31,15,1
FIREGHOST,DAR,2,31,16,2
FIREGHOST,STE,0.5,31,17,0.5
FIREGHOST,FAI,0.5,31,18,0.5
FIREDRAGON,NOR,1,32,1,1
FIREDRAGON,FIR,0.25,32,2,0.25
FIREDRAGON,WAT,1,32,3,1
FIREDRAGON,ELE,0.5,32,4,0.5
FIREDRAGON,GRA,0.25,32,5,0.25
FIREDRAGON,ICE,1,32,6,1
FIREDRAGON,FIG,1,32,7,1
FIREDRAGON,POI,1,32,8,1
FIREDRAGON,GRO,2,32,9,2
FIREDRAGON,FLY,1,32,10,1
FIREDRAGON,PSY,1,32,11,1
FIREDRAGON,BUG,0.5,32,12,0.5
FIREDRAGON,ROC,2,32,13,2
FIREDRAGON,GHO,1,32,14,1
FIREDRAGON,DRA,2,32,15,2
FIREDRAGON,DAR,1,32,16,1
FIREDRAGON,STE,0.5,32,17,0.5
FIREDRAGON,FAI,1,32,18,1
FIREDARK,NOR,1,33,1,1
FIREDARK,FIR,0.5,33,2,0.5
FIREDARK,WAT,2,33,3,2
FIREDARK,ELE,1,33,4,1
FIREDARK,GRA,0.5,33,5,0.5
FIREDARK,ICE,0.5,33,6,0.5
FIREDARK,FIG,2,33,7,2
FIREDARK,POI,1,33,8,1
FIREDARK,GRO,2,33,9,2
FIREDARK,FLY,1,33,10,1
FIREDARK,PSY,0,33,11,0
FIREDARK,BUG,1,33,12,1
FIREDARK,ROC,2,33,13,2
FIREDARK,GHO,0.5,33,14,0.5
FIREDARK,DRA,1,33,15,1
FIREDARK,DAR,0.5,33,16,0.5
FIREDARK,STE,0.5,33,17,0.5
FIREDARK,FAI,1,33,18,1
FIRESTEEL,NOR,0.5,34,1,0.5
FIRESTEEL,FIR,1,34,2,1
FIRESTEEL,WAT,2,34,3,2
FIRESTEEL,ELE,1,34,4,1
FIRESTEEL,GRA,0.25,34,5,0.25
FIRESTEEL,ICE,0.25,34,6,0.25
FIRESTEEL,FIG,2,34,7,2
FIRESTEEL,POI,0,34,8,0
FIRESTEEL,GRO,4,34,9,4
FIRESTEEL,FLY,0.5,34,10,0.5
FIRESTEEL,PSY,0.5,34,11,0.5
FIRESTEEL,BUG,0.25,34,12,0.25
FIRESTEEL,ROC,1,34,13,1
FIRESTEEL,GHO,1,34,14,1
FIRESTEEL,DRA,0.5,34,15,0.5
FIRESTEEL,DAR,1,34,16,1
FIRESTEEL,STE,0.25,34,17,0.25
FIRESTEEL,FAI,0.25,34,18,0.25
FIREFAIRY,NOR,1,35,1,1
FIREFAIRY,FIR,0.5,35,2,0.5
FIREFAIRY,WAT,2,35,3,2
FIREFAIRY,ELE,1,35,4,1
FIREFAIRY,GRA,0.5,35,5,0.5
FIREFAIRY,ICE,0.5,35,6,0.5
FIREFAIRY,FIG,0.5,35,7,0.5
FIREFAIRY,POI,2,35,8,2
FIREFAIRY,GRO,2,35,9,2
FIREFAIRY,FLY,1,35,10,1
FIREFAIRY,PSY,1,35,11,1
FIREFAIRY,BUG,0.25,35,12,0.25
FIREFAIRY,ROC,2,35,13,2
FIREFAIRY,GHO,1,35,14,1
FIREFAIRY,DRA,0,35,15,0
FIREFAIRY,DAR,0.5,35,16,0.5
FIREFAIRY,STE,1,35,17,1
FIREFAIRY,FAI,0.5,35,18,0.5
WATER,NOR,1,36,1,1
WATER,FIR,0.5,36,2,0.5
WATER,WAT,0.5,36,3,0.5
